RA;Ano_avaliacao;Nome_aluno;Idade;Fase;Turma;Instituicao_ensino;INDE;Pedra_atual;Pedra 20;Pedra 21;IDA;IEG;IAA;IPS;IPV;IAN;Nota_mat;Nota_port;Nota_ing;Atingiu PV;Defasagem;Fase ideal;IPP;Atingiu_PV_calculado;Delta_INDE;Delta_IDA;Delta_IEG;Delta_IAA;Delta_IPS;Delta_IPP;Delta_IPV;Delta_IAN;Evolucao_INDE;Evolucao_IDA;Evolucao_IEG;Evolucao_IAA;Evolucao_IPS;Evolucao_IPP;Evolucao_IPV;Evolucao_IAN;Persona_aluno
RA-375;2024;Aluno-375;13;Fase 3;3H;Escola Pública;7.970034615400001;Ametista;Topázio;Topázio;6.833333333333333;9.443589743666667;9.585;7.51;6.432;10.0;9.0;5.5;6.0;Não avaliado;0;Fase 3 (7° e 8° ano);7.1875;Não;0.8992012824000009;-1.0666666666666673;-0.4564102563333332;9.585;2.51;-1.3541666669999994;-1.8513333329999995;5.0;Avanço;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-376;2022;Aluno-376;12;Fase 2;F;Escola Pública;6.957;Ágata;Ametista;Ágata;4.3;9.0;9.0;7.5;7.5;5.0;2.0;6.7;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-376;2023;Aluno-376;13;Fase 2;2F;Escola Pública;7.1392;Ametista;Ametista;Ágata;5.9;9.6;8.5;2.52;8.226666667;5.0;4.3;7.5;;Não avaliado;-1;Fase 3 (7° e 8° ano);7.916666667;Não;0.18219999999999992;1.6000000000000005;0.5999999999999996;-0.5;-4.98;;0.7266666669999999;0.0;Avanço;Avanço;Avanço;Recuo;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-376;2024;Aluno-376;14;Fase 3;3G;Escola Pública;5.896573588800001;Quartzo;Ametista;Ágata;2.8333333333333335;8.287284610666667;10.002;2.51;6.325;5.0;2.0;5.0;1.5;Não avaliado;-1;Fase 4 (9° ano);6.5625;Não;-1.242626411199999;-3.066666666666667;-1.3127153893333325;1.5020000000000007;-0.010000000000000231;-1.3541666670000003;-1.9016666669999998;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Esforçados em risco emocional
RA-377;2022;Aluno-377;12;Fase 2;F;Escola Pública;6.743;Ágata;Pré-ingresso;Quartzo;6.2;7.7;9.0;5.6;6.833;5.0;4.3;8.0;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-377;2023;Aluno-377;13;Fase 3;3F;Escola Pública;7.205041667;Ametista;Pré-ingresso;Quartzo;4.8;7.6;9.6;5.0;7.6275;10.0;6.0;5.7;2.8;Não avaliado;0;Fase 3 (7° e 8° ano);7.34375;Não;0.4620416669999994;-1.4000000000000004;-0.10000000000000053;0.5999999999999996;-0.5999999999999996;;0.7945000000000002;5.0;Avanço;Recuo;Recuo;Avanço;Recuo;Sem dados;Avanço;Avanço;Alerta acadêmico (desfocados)
RA-377;2024;Aluno-377;14;Fase 4;4F;Escola Pública;7.480115873000001;Ametista;Pré-ingresso;Quartzo;5.166666666666667;7.698412698333333;9.168;7.51;7.634;10.0;4.0;6.5;5.0;Não avaliado;0;Fase 4 (9° ano);7.125;Não;0.2750742060000011;0.36666666666666714;0.0984126983333331;-0.4320000000000004;2.51;-0.21875;0.00649999999999995;0.0;Avanço;Avanço;Avanço;Recuo;Avanço;Recuo;Avanço;Neutra;Alerta acadêmico (desfocados)
RA-378;2022;Aluno-378;12;Fase 2;I;Escola Pública;7.203;Ametista;Pré-ingresso;Ágata;8.1;6.8;9.0;5.6;7.889;5.0;8.7;7.5;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-379;2022;Aluno-379;13;Fase 2;I;Escola Pública;6.722;Ágata;Pré-ingresso;Pré-ingresso;5.0;8.1;8.5;7.5;6.778;5.0;5.0;5.0;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-38;2022;Aluno-38;17;Fase 6;A;Rede Decisão;8.523;Topázio;Ametista;Ametista;8.6;8.9;9.2;7.5;9.833;5.0;9.0;7.0;9.7;Sim;-1;Fase 7 (3º EM);;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-38;2023;Aluno-38;17;Fase 7;7A;Privada - Programa de Apadrinhamento;8.835333333;Topázio;Ametista;Ametista;7.7;9.7;9.6;7.52;8.8825;10.0;8.2;8.8;6.0;Não avaliado;0;Fase 7 (3° EM);8.75;Não;0.31233333299999977;-0.8999999999999995;0.7999999999999989;0.40000000000000036;0.019999999999999574;;-0.9504999999999999;5.0;Avanço;Recuo;Avanço;Avanço;Avanço;Sem dados;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-38;2024;Aluno-38;18;Fase 8;8F;Privada - Programa de Apadrinhamento;;Sem registro;Ametista;Ametista;;0.0;;;;10.0;;;;Não avaliado;0;Fase 8 (Universitários);;Sem dado;;;-9.7;;;;;0.0;Sem dados;Sem dados;Recuo;Sem dados;Sem dados;Sem dados;Sem dados;Neutra;Dados incompletos para perfil
RA-380;2022;Aluno-380;13;Fase 2;I;Escola Pública;4.556;Quartzo;Ametista;Quartzo;2.5;4.4;7.9;5.0;4.833;5.0;2.3;2.7;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-380;2023;Aluno-380;14;Fase 3;3F;Escola Pública;4.912375;Quartzo;Ametista;Quartzo;4.5;6.4;0.0;2.52;6.5425;5.0;7.0;4.0;2.5;Não avaliado;-1;Fase 4 (9° ano);6.71875;Não;0.3563749999999999;2.0;2.0;-7.9;-2.48;;1.7095000000000002;0.0;Avanço;Avanço;Avanço;Recuo;Recuo;Sem dados;Avanço;Neutra;Crise de autopercepção (invisíveis)
RA-381;2022;Aluno-381;13;Fase 2;I;Escola Pública;6.454;Ágata;Ágata;Ágata;3.3;8.3;9.0;6.9;6.944;5.0;1.5;5.2;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-381;2023;Aluno-381;14;Fase 3;3G;Escola Pública;5.758041667;Quartzo;Ágata;Ágata;3.9;8.4;0.0;6.89;6.84;5.0;5.3;5.3;1.2;Não avaliado;-1;Fase 4 (9° ano);7.34375;Não;-0.6959583330000001;0.6000000000000001;0.09999999999999964;-9.0;-0.010000000000000675;;-0.10400000000000009;0.0;Recuo;Avanço;Avanço;Recuo;Recuo;Sem dados;Recuo;Neutra;Crise de autopercepção (invisíveis)
RA-381;2024;Aluno-381;15;Fase 3;3G;Escola Pública;5.940775;Quartzo;Ágata;Ágata;3.6666666666666665;6.133333333333333;8.334;7.51;6.1225;5.0;2.5;4.5;4.0;Não avaliado;-2;Fase 5 (1° EM);6.71875;Não;0.18273333300000072;-0.2333333333333334;-2.2666666666666675;8.334;0.6200000000000001;-0.625;-0.7175000000000002;0.0;Avanço;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-382;2022;Aluno-382;14;Fase 2;I;Escola Pública;6.777;Ágata;Ametista;Ágata;5.4;7.7;9.0;6.3;7.333;5.0;4.0;6.8;;Não;-2;Fase 4 (9º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-382;2023;Aluno-382;15;Fase 3;3G;Escola Pública;6.223833333;Ágata;Ametista;Ágata;5.2;9.4;0.0;6.26;7.1725;5.0;5.0;5.8;4.7;Não avaliado;-2;Fase 5 (1° EM);7.5;Não;-0.5531666670000002;-0.20000000000000018;1.7000000000000002;-9.0;-0.040000000000000036;;-0.16049999999999986;0.0;Recuo;Recuo;Avanço;Recuo;Recuo;Sem dados;Recuo;Neutra;Crise de autopercepção (invisíveis)
RA-382;2024;Aluno-382;16;Fase 4;4F;Escola Pública;5.805712280733333;Quartzo;Ametista;Ágata;3.0;6.324561403666666;9.168;5.63;6.43;5.0;2.0;3.0;4.0;Não avaliado;-1;Fase 5 (1° EM);6.75;Não;-0.41812105226666674;-2.2;-3.075438596333334;9.168;-0.6299999999999999;-0.75;-0.7425000000000006;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-383;2022;Aluno-383;11;Fase 2;I;Escola Pública;8.4;Topázio;Topázio;Ametista;8.1;9.6;9.0;7.5;7.778;10.0;8.0;8.2;;Não;0;Fase 2 (5º e 6º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-383;2023;Aluno-383;12;Fase 3;3G;Escola Pública;7.5408;Ametista;Topázio;Ametista;6.5;8.8;9.2;3.14;7.5;10.0;6.3;6.2;7.0;Não avaliado;0;Fase 3 (7° e 8° ano);7.5;Não;-0.8592000000000004;-1.5999999999999996;-0.7999999999999989;0.1999999999999993;-4.359999999999999;;-0.2779999999999996;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Sem dados;Recuo;Neutra;Esforçados em risco emocional
RA-383;2024;Aluno-383;13;Fase 4;4F;Escola Pública;8.036024386733335;Topázio;Topázio;Ametista;5.833333333333333;8.600288600333334;9.168;7.51;8.47;10.0;1.0;8.0;8.5;Não avaliado;1;Fase 3 (7° e 8° ano);7.875;Sim;0.4952243867333346;-0.666666666666667;-0.19971139966666662;-0.03200000000000003;4.369999999999999;0.375;0.9700000000000006;0.0;Avanço;Recuo;Recuo;Recuo;Avanço;Avanço;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-384;2022;Aluno-384;12;Fase 2;I;Escola Pública;7.558;Ametista;Ametista;Ametista;8.1;8.4;9.0;6.3;8.0;5.0;8.0;8.2;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-384;2023;Aluno-384;13;Fase 3;3G;Escola Pública;6.757958333;Ágata;Ametista;Ametista;7.3;9.1;0.0;2.52;7.335;10.0;6.3;7.2;8.3;Não avaliado;0;Fase 3 (7° e 8° ano);7.65625;Não;-0.8000416669999995;-0.7999999999999998;0.6999999999999993;-9.0;-3.78;;-0.665;5.0;Recuo;Recuo;Avanço;Recuo;Recuo;Sem dados;Recuo;Avanço;Crise de autopercepção (invisíveis)
RA-384;2024;Aluno-384;14;Fase 4;4F;Escola Pública;8.072200721466668;Topázio;Ametista;Ametista;7.5;8.607503607333333;7.5;7.51;7.936;10.0;5.0;9.5;8.0;Não avaliado;0;Fase 4 (9° ano);7.625;Não;1.3142423884666679;0.20000000000000018;-0.49249639266666634;7.5;4.99;-0.03125;0.601;0.0;Avanço;Avanço;Recuo;Avanço;Avanço;Recuo;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-385;2022;Aluno-385;12;Fase 2;I;Escola Pública;6.083;Ágata;Pré-ingresso;Pré-ingresso;4.9;7.5;7.4;5.0;6.5;5.0;2.7;7.2;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-386;2022;Aluno-386;13;Fase 2;I;Escola Pública;6.104;Ágata;Ágata;Ágata;4.0;5.9;10.0;5.6;7.222;5.0;3.7;4.3;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-386;2023;Aluno-386;14;Fase 3;3G;Escola Pública;5.758425;Quartzo;Ágata;Ágata;3.3;7.0;9.2;2.52;6.6325;5.0;5.0;3.7;1.2;Não avaliado;-1;Fase 4 (9° ano);7.03125;Não;-0.3455750000000002;-0.7000000000000002;1.0999999999999996;-0.8000000000000007;-3.0799999999999996;;-0.5895000000000001;0.0;Recuo;Recuo;Avanço;Recuo;Recuo;Sem dados;Recuo;Neutra;Esforçados em risco emocional
RA-387;2022;Aluno-387;13;Fase 2;I;Escola Pública;6.323;Ágata;Ágata;Ágata;3.7;8.2;7.0;7.5;6.833;5.0;1.3;6.0;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-387;2023;Aluno-387;14;Fase 3;3F;Escola Pública;4.794333333;Quartzo;Ágata;Ágata;3.0;6.8;0.0;2.52;7.0075;5.0;4.3;2.8;1.8;Não avaliado;-1;Fase 4 (9° ano);6.875;Não;-1.5286666670000004;-0.7000000000000002;-1.3999999999999995;-7.0;-4.98;;0.1745000000000001;0.0;Recuo;Recuo;Recuo;Recuo;Recuo;Sem dados;Avanço;Neutra;Crise de autopercepção (invisíveis)
RA-387;2024;Aluno-387;15;Fase 3;3G;Escola Pública;6.125500000000001;Ágata;Ágata;Ágata;4.333333333333333;7.166666666666667;7.5;7.51;5.9975;5.0;5.0;4.0;4.0;Não avaliado;-1;Fase 4 (9° ano);6.25;Não;1.3311666670000006;1.333333333333333;0.36666666666666714;7.5;4.99;-0.625;-1.0100000000000007;0.0;Avanço;Avanço;Avanço;Avanço;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-388;2022;Aluno-388;14;Fase 2;I;Escola Pública;6.654;Ágata;Ágata;Ágata;4.5;8.5;7.9;5.6;7.722;5.0;3.5;5.5;;Não;-2;Fase 4 (9º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-388;2023;Aluno-388;15;Fase 3;3F;Escola Pública;5.630833333;Quartzo;Ágata;Ágata;4.2;7.4;0.0;5.63;7.835;5.0;6.0;4.3;2.2;Não avaliado;-2;Fase 5 (1° EM);6.875;Não;-1.023166667;-0.2999999999999998;-1.0999999999999996;-7.9;0.03000000000000025;;0.11299999999999955;0.0;Recuo;Recuo;Recuo;Recuo;Avanço;Sem dados;Avanço;Neutra;Crise de autopercepção (invisíveis)
RA-388;2024;Aluno-388;16;Fase 4;4F;Escola Pública;5.965307936466667;Quartzo;Ágata;Ágata;4.333333333333333;6.349206349;7.5;7.51;5.764;5.0;1.0;7.0;5.0;Não avaliado;-1;Fase 5 (1° EM);6.75;Não;0.334474603466667;0.13333333333333286;-1.0507936510000002;7.5;1.88;-0.125;-2.0709999999999997;0.0;Avanço;Avanço;Recuo;Avanço;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-389;2022;Aluno-389;11;Fase 2;I;Escola Pública;7.184;Ametista;Ametista;Ágata;3.5;8.9;8.0;7.5;7.556;10.0;2.0;5.0;;Não;0;Fase 2 (5º e 6º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-389;2023;Aluno-389;12;Fase 2;2H;Escola Pública;6.687;Ágata;Ametista;Ágata;8.2;8.2;0.0;2.52;8.95;5.0;6.8;9.5;;Não avaliado;-1;Fase 3 (7° e 8° ano);8.75;Não;-0.4969999999999999;4.699999999999999;-0.7000000000000011;-8.0;-4.98;;1.3939999999999992;-5.0;Recuo;Avanço;Recuo;Recuo;Recuo;Sem dados;Avanço;Recuo;Crise de autopercepção (invisíveis)
RA-389;2024;Aluno-389;13;Fase 3;3G;Escola Pública;7.2079551282;Ametista;Ametista;Ágata;5.166666666666667;6.674358974333333;9.585;8.76;6.745;10.0;6.5;4.0;5.0;Não avaliado;0;Fase 3 (7° e 8° ano);6.5625;Não;0.5209551281999998;-3.0333333333333323;-1.5256410256666664;9.585;6.24;-2.1875;-2.204999999999999;5.0;Avanço;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Avanço;Alerta acadêmico (desfocados)
RA-39;2022;Aluno-39;16;Fase 6;A;Rede Decisão;6.033;Ágata;Ametista;Ametista;6.9;4.8;0.0;6.9;6.111;10.0;7.7;5.1;7.8;Não;0;Fase 6 (2º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-39;2023;Aluno-39;17;Fase 7;7A;Privada - Programa de Apadrinhamento;8.710333333;Topázio;Ametista;Ametista;7.8;9.1;9.6;7.52;8.7575;10.0;8.3;7.8;7.2;Não avaliado;0;Fase 7 (3° EM);8.75;Não;2.677333332999999;0.8999999999999995;4.3;9.6;0.6199999999999992;;2.6465000000000005;0.0;Avanço;Avanço;Avanço;Avanço;Avanço;Sem dados;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-39;2024;Aluno-39;18;Fase 8;8F;Privada - Parcerias com Bolsa 100%;;Sem registro;Ametista;Ametista;;0.0;;;;10.0;;;;Não avaliado;0;Fase 8 (Universitários);;Sem dado;;;-9.1;;;;;0.0;Sem dados;Sem dados;Recuo;Sem dados;Sem dados;Sem dados;Sem dados;Neutra;Dados incompletos para perfil
RA-390;2022;Aluno-390;12;Fase 2;I;Escola Pública;6.776;Ágata;Pré-ingresso;Pré-ingresso;4.7;8.8;7.4;6.3;7.722;5.0;4.0;5.3;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-390;2023;Aluno-390;12;Fase 3;3G;Escola Pública;6.905741667;Ágata;Pré-ingresso;Pré-ingresso;4.8;8.8;7.9;2.52;7.005;10.0;5.7;5.8;3.0;Não avaliado;0;Fase 3 (7° e 8° ano);7.34375;Não;0.12974166700000023;0.09999999999999964;0.0;0.5;-3.78;;-0.7170000000000005;5.0;Avanço;Avanço;Neutra;Avanço;Recuo;Sem dados;Recuo;Avanço;Esforçados em risco emocional
RA-390;2024;Aluno-390;13;Fase 3;3G;Escola Pública;6.5472236842000004;Ágata;Pré-ingresso;Pré-ingresso;4.166666666666667;6.080701754333333;7.5;8.755;6.08;10.0;3.0;2.5;7.0;Não avaliado;0;Fase 3 (7° e 8° ano);6.5625;Não;-0.3585179827999996;-0.6333333333333329;-2.7192982456666677;-0.40000000000000036;6.235000000000001;-0.78125;-0.9249999999999998;0.0;Recuo;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-391;2022;Aluno-391;12;Fase 2;J;Escola Pública;7.117;Ametista;Pré-ingresso;Pré-ingresso;5.1;8.1;10.0;7.5;8.056;5.0;5.0;5.2;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-391;2023;Aluno-391;13;Fase 3;3I;Escola Pública;6.5107;Ágata;Pré-ingresso;Pré-ingresso;3.5;7.5;7.9;2.52;7.585;10.0;4.2;5.0;1.3;Não avaliado;0;Fase 3 (7° e 8° ano);7.5;Não;-0.6063000000000001;-1.5999999999999996;-0.5999999999999996;-2.0999999999999996;-4.98;;-0.4709999999999992;5.0;Recuo;Recuo;Recuo;Recuo;Recuo;Sem dados;Recuo;Avanço;Esforçados em risco emocional
RA-392;2022;Aluno-392;14;Fase 2;J;Escola Pública;6.418;Ágata;Pré-ingresso;Pré-ingresso;4.8;8.8;9.5;5.6;6.778;5.0;3.7;5.8;;Não;-2;Fase 4 (9º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-392;2023;Aluno-392;15;Fase 3;3I;Escola Pública;6.567208333;Ágata;Pré-ingresso;Pré-ingresso;4.6;9.5;9.6;2.52;7.17;5.0;6.2;4.7;2.8;Não avaliado;-2;Fase 5 (1° EM);6.09375;Não;0.1492083329999998;-0.20000000000000018;0.6999999999999993;0.09999999999999964;-3.0799999999999996;;0.39200000000000035;0.0;Avanço;Recuo;Avanço;Avanço;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-392;2024;Aluno-392;16;Fase 4;4B;Escola Pública;4.3639463364;Quartzo;Pré-ingresso;Pré-ingresso;1.0;5.414731682;9.585;5.635;3.545;5.0;0.0;2.0;1.0;Não avaliado;-1;Fase 5 (1° EM);3.5;Não;-2.2032619966;-3.5999999999999996;-4.085268318;-0.014999999999998792;3.1149999999999998;-2.59375;-3.625;0.0;Recuo;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-393;2022;Aluno-393;16;Fase 2;J;Escola Pública;5.518;Quartzo;Ágata;Quartzo;4.6;5.4;10.0;5.0;6.778;2.5;4.7;4.5;;Não;-4;Fase 6 (2º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-394;2022;Aluno-394;11;Fase 2;J;Escola Pública;7.897;Ametista;Pré-ingresso;Pré-ingresso;5.9;8.6;9.5;7.5;8.444;10.0;4.3;7.5;;Sim;0;Fase 2 (5º e 6º ano);;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-395;2022;Aluno-395;11;Fase 2;J;Escola Pública;7.683;Ametista;Ametista;Topázio;4.9;8.9;9.0;7.5;8.333;10.0;4.2;5.7;;Não;0;Fase 2 (5º e 6º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-395;2023;Aluno-395;12;Fase 3;3I;Escola Pública;7.469175;Ametista;Ametista;Topázio;6.0;8.6;9.2;2.52;7.9175;10.0;6.7;5.3;6.0;Não avaliado;0;Fase 3 (7° e 8° ano);7.96875;Não;-0.21382499999999993;1.0999999999999996;-0.3000000000000007;0.1999999999999993;-4.98;;-0.41549999999999976;0.0;Recuo;Avanço;Recuo;Avanço;Recuo;Sem dados;Recuo;Neutra;Esforçados em risco emocional
RA-395;2024;Aluno-395;13;Fase 4;4F;Escola Pública;7.169905291000001;Ametista;Ametista;Topázio;4.333333333333333;6.921693121666666;8.751;6.26;8.464;10.0;2.5;5.5;5.0;Não avaliado;1;Fase 3 (7° e 8° ano);7.25;Sim;-0.29926970899999894;-1.666666666666667;-1.6783068783333333;-0.44899999999999984;3.7399999999999998;-0.71875;0.5465;0.0;Recuo;Recuo;Recuo;Recuo;Avanço;Recuo;Avanço;Neutra;Alerta acadêmico (desfocados)
RA-396;2022;Aluno-396;12;Fase 2;J;Escola Pública;6.556;Ágata;Pré-ingresso;Pré-ingresso;5.6;8.0;9.0;6.3;6.556;5.0;4.7;6.5;;Não;-1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-397;2022;Aluno-397;14;Fase 2;J;Escola Pública;5.852;Quartzo;Quartzo;Quartzo;2.8;5.7;9.0;6.9;7.167;5.0;3.3;2.3;;Não;-2;Fase 4 (9º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-397;2023;Aluno-397;15;Fase 4;4G;Escola Pública;6.207083333;Ágata;Quartzo;Quartzo;4.6;7.9;7.5;2.52;7.465;5.0;6.7;5.0;2.0;Não avaliado;-1;Fase 5 (1° EM);7.1875;Não;0.3550833329999996;1.7999999999999998;2.2;-1.5;-4.380000000000001;;0.29800000000000004;0.0;Avanço;Avanço;Avanço;Recuo;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-397;2024;Aluno-397;16;Fase 4;4A;Escola Pública;6.807291921866668;Ágata;Quartzo;Quartzo;5.666666666666667;7.885292942666666;7.918;5.63;7.398;5.0;5.0;4.5;7.5;Não avaliado;-2;Fase 6 (2° EM);7.625;Não;0.6002085888666677;1.0666666666666673;-0.014707057333334106;0.41800000000000015;3.11;0.4375;-0.06700000000000017;0.0;Avanço;Avanço;Recuo;Avanço;Avanço;Avanço;Recuo;Neutra;Esforçados em risco emocional
RA-398;2022;Aluno-398;10;Fase 2;K;Escola Pública;7.742;Ametista;Pré-ingresso;Pré-ingresso;5.5;9.3;9.0;7.5;7.5;10.0;3.0;8.0;;Não;0;Fase 2 (5º e 6º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-398;2023;Aluno-398;11;Fase 3;3N;Escola Pública;7.153766667;Ametista;Pré-ingresso;Pré-ingresso;6.5;8.1;6.7;2.52;7.7925;10.0;9.3;5.8;4.5;Não avaliado;1;Fase 2 (5° e 6° ano);7.5;Não;-0.5882333329999998;1.0;-1.200000000000001;-2.3;-4.98;;0.2925000000000004;0.0;Recuo;Avanço;Recuo;Recuo;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-398;2024;Aluno-398;12;Fase 3;3U;Escola Pública;7.2457999999666685;Ametista;Pré-ingresso;Pré-ingresso;8.0;5.733333333333333;7.083;7.51;6.553333333;10.0;8.5;7.5;8.0;Não avaliado;0;Fase 3 (7° e 8° ano);7.291666667;Não;0.09203333296666827;1.5;-2.3666666666666663;0.383;4.99;-0.20833333299999968;-1.239166667;0.0;Avanço;Avanço;Recuo;Avanço;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
